name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,model,km_driven_bin
Chevrolet Sail Hatchback 1.3 TCDi,2015,281000,40000,Diesel,Individual,Manual,First Owner,8,Chevrolet,Sail Hatchback 1.3 TCDi,Low
Tata Indigo Grand Dicor,2013,211000,80000,Diesel,Individual,Manual,First Owner,10,Tata,Indigo Grand Dicor,Medium
Hyundai Elite i20 Petrol Magna Exective,2018,550000,11000,Petrol,Individual,Manual,First Owner,5,Hyundai,Elite i20 Petrol Magna Exective,Low
Chevrolet Enjoy TCDi LT 8 Seater,2014,350000,110000,Diesel,Individual,Manual,First Owner,9,Chevrolet,Enjoy TCDi LT 8 Seater,High
Maruti Wagon R VXI AMT,2017,420000,19890,Petrol,Dealer,Automatic,First Owner,6,Maruti,Wagon R VXI AMT,Low
Renault KWID RXT,2015,270000,20969,Petrol,Dealer,Manual,First Owner,8,Renault,KWID RXT,Low
Maruti Celerio VXI,2016,399000,20194,Petrol,Dealer,Manual,First Owner,7,Maruti,Celerio VXI,Low
Ford Figo Trend,2016,440000,34982,Petrol,Dealer,Manual,First Owner,7,Ford,Figo Trend,Low
Hyundai EON Magna,2012,250000,44588,Petrol,Dealer,Manual,First Owner,11,Hyundai,EON Magna,Low
Ford Ecosport 1.5 Diesel Titanium,2016,650000,57904,Diesel,Dealer,Manual,First Owner,7,Ford,Ecosport 1.5 Diesel Titanium,Medium
Maruti Alto K10 VXI,2015,270000,59258,Petrol,Dealer,Manual,First Owner,8,Maruti,Alto K10 VXI,Medium
Ford Figo Trend,2016,390000,60826,Petrol,Dealer,Manual,First Owner,7,Ford,Figo Trend,Medium
Mahindra XUV500 W10 2WD,2018,1500000,50000,Diesel,Individual,Manual,First Owner,5,Mahindra,XUV500 W10 2WD,Low
Maruti 800 AC,2014,225000,35000,Petrol,Individual,Manual,First Owner,9,Maruti,800 AC,Low
Mahindra XUV500 W8 2WD,2015,900000,110000,Diesel,Individual,Manual,Second Owner,8,Mahindra,XUV500 W8 2WD,High
Hyundai Tucson 2.0 e-VGT 2WD AT GL,2018,1600000,40000,Diesel,Individual,Automatic,First Owner,5,Hyundai,Tucson 2.0 e-VGT 2WD AT GL,Low
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2019,800000,10000,Petrol,Individual,Manual,First Owner,4,Tata,Nexon 1.2 Revotron XZ Plus Dual Tone,Low
Honda Amaze E i-Dtech,2013,320000,50000,Diesel,Individual,Manual,First Owner,10,Honda,Amaze E i-Dtech,Low
Maruti Alto 800 LXI,2016,300000,25000,Petrol,Individual,Manual,First Owner,7,Maruti,Alto 800 LXI,Low
Hyundai i20 1.2 Asta Dual Tone,2018,740000,25000,Petrol,Individual,Manual,First Owner,5,Hyundai,i20 1.2 Asta Dual Tone,Low
Datsun RediGO SV 1.0,2019,350000,1300,Petrol,Individual,Manual,First Owner,4,Datsun,RediGO SV 1.0,Low
Datsun GO T BSIV,2014,280000,40000,Petrol,Individual,Manual,First Owner,9,Datsun,GO T BSIV,Low
Maruti Swift Dzire AMT VDI,2018,675000,50000,Diesel,Individual,Automatic,First Owner,5,Maruti,Swift Dzire AMT VDI,Low
Hyundai i10 Era 1.1 iTech SE,2011,300000,20000,Petrol,Individual,Manual,First Owner,12,Hyundai,i10 Era 1.1 iTech SE,Low
Chevrolet Captiva 2.0L VCDi,2011,400000,76000,Diesel,Individual,Manual,Third Owner,12,Chevrolet,Captiva 2.0L VCDi,Medium
Mahindra Scorpio VLX 2WD BSIV,2010,420000,100000,Diesel,Individual,Manual,Third Owner,13,Mahindra,Scorpio VLX 2WD BSIV,Medium
Tata New Safari 3L Dicor LX 4x2,2008,300000,120000,Diesel,Individual,Manual,First Owner,15,Tata,New Safari 3L Dicor LX 4x2,High
Maruti Wagon R VXI Minor,2010,170000,70000,Petrol,Individual,Manual,First Owner,13,Maruti,Wagon R VXI Minor,Medium
Hyundai EON Era Plus,2014,210000,70000,Petrol,Individual,Manual,Third Owner,9,Hyundai,EON Era Plus,Medium
Maruti Ertiga VDI,2015,600000,60000,Diesel,Individual,Manual,Second Owner,8,Maruti,Ertiga VDI,Medium
Maruti Wagon R VXI BS IV,2014,260000,38000,Petrol,Individual,Manual,Second Owner,9,Maruti,Wagon R VXI BS IV,Low
Tata Nano Twist XT,2015,82000,19000,Petrol,Individual,Manual,First Owner,8,Tata,Nano Twist XT,Low
Mahindra TUV 300 T8,2016,690000,75000,Diesel,Individual,Manual,First Owner,7,Mahindra,TUV 300 T8,Medium
Hyundai Grand i10 CRDi Asta,2015,300000,70000,Diesel,Individual,Manual,First Owner,8,Hyundai,Grand i10 CRDi Asta,Medium
Honda BRV i-DTEC V MT,2017,1250000,30000,Diesel,Individual,Manual,First Owner,6,Honda,BRV i-DTEC V MT,Low
Hyundai Verna CRDi 1.6 EX,2017,799000,31707,Diesel,Individual,Manual,First Owner,6,Hyundai,Verna CRDi 1.6 EX,Low
Toyota Fortuner 3.0 Diesel,2010,1000000,180000,Diesel,Individual,Manual,First Owner,13,Toyota,Fortuner 3.0 Diesel,High
Maruti Alto 800 LXI,2014,190000,90000,Petrol,Individual,Manual,Second Owner,9,Maruti,Alto 800 LXI,Medium
Mahindra Verito 1.5 D2 BSIII,2014,250000,30000,Diesel,Individual,Manual,First Owner,9,Mahindra,Verito 1.5 D2 BSIII,Low
Hyundai Verna 1.6 i ABS,2009,200000,60000,Petrol,Individual,Manual,First Owner,14,Hyundai,Verna 1.6 i ABS,Medium
Mahindra Bolero DI,2005,300000,90000,Diesel,Individual,Manual,Second Owner,18,Mahindra,Bolero DI,Medium
Tata Zest Revotron 1.2T XMS,2015,250000,120000,Petrol,Individual,Manual,Second Owner,8,Tata,Zest Revotron 1.2T XMS,High
Maruti 800 AC,2008,90000,70000,Petrol,Individual,Manual,Third Owner,15,Maruti,800 AC,Medium
Hyundai Santro LE zipPlus,2001,68000,70000,Petrol,Individual,Manual,First Owner,22,Hyundai,Santro LE zipPlus,Medium
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,26500,Petrol,Individual,Manual,First Owner,6,Hyundai,Grand i10 1.2 Kappa Asta,Low
Hyundai Verna CRDi 1.6 SX,2017,900000,50000,Diesel,Individual,Manual,First Owner,6,Hyundai,Verna CRDi 1.6 SX,Low
Maruti Alto LX,2007,100000,52000,Petrol,Individual,Manual,Second Owner,16,Maruti,Alto LX,Medium
Renault Duster 85PS Diesel RxL,2016,700000,160000,Diesel,Individual,Manual,First Owner,7,Renault,Duster 85PS Diesel RxL,High
Volvo XC60 D3 Kinetic,2012,1750000,115992,Diesel,Dealer,Automatic,Third Owner,11,Volvo,XC60 D3 Kinetic,High
Maruti Wagon R VXI Optional,2017,290000,110000,Petrol,Individual,Manual,Second Owner,6,Maruti,Wagon R VXI Optional,High
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,1050000,97000,Diesel,Individual,Manual,Second Owner,9,Toyota,Innova 2.5 Z Diesel 7 Seater BS IV,Medium
Tata Indigo LX Dicor,2008,70000,100000,Diesel,Individual,Manual,Third Owner,15,Tata,Indigo LX Dicor,Medium
Maruti Swift ZDi BSIV,2016,520000,41000,Diesel,Individual,Manual,First Owner,7,Maruti,Swift ZDi BSIV,Low
Tata Indigo LS,2012,150000,90000,Diesel,Individual,Manual,First Owner,11,Tata,Indigo LS,Medium
Hyundai i10 Magna 1.1,2008,120000,90000,Petrol,Individual,Manual,First Owner,15,Hyundai,i10 Magna 1.1,Medium
Hyundai i20 Asta Option 1.2,2016,600000,25000,Petrol,Individual,Manual,First Owner,7,Hyundai,i20 Asta Option 1.2,Low
Tata Xenon XT EX 4X4,2010,150000,70000,Diesel,Individual,Manual,Second Owner,13,Tata,Xenon XT EX 4X4,Medium
Volkswagen Vento Petrol Highline,2011,400000,60000,Petrol,Individual,Manual,First Owner,12,Volkswagen,Vento Petrol Highline,Medium
Maruti Alto 800 LXI,2015,310000,30000,Petrol,Individual,Manual,Second Owner,8,Maruti,Alto 800 LXI,Low
Maruti Baleno Alpha 1.2,2015,550000,30000,Petrol,Individual,Manual,First Owner,8,Maruti,Baleno Alpha 1.2,Low
Hyundai i20 Asta Option 1.4 CRDi,2016,550000,60000,Diesel,Individual,Manual,First Owner,7,Hyundai,i20 Asta Option 1.4 CRDi,Medium
Hyundai Grand i10 CRDi Magna,2013,320000,73000,Diesel,Individual,Manual,First Owner,10,Hyundai,Grand i10 CRDi Magna,Medium
Maruti 800 AC BSII,1992,50000,100000,Petrol,Individual,Manual,Fourth & Above Owner,31,Maruti,800 AC BSII,Medium
Hyundai Grand i10 1.2 Kappa Asta,2018,500000,32000,Petrol,Individual,Manual,First Owner,5,Hyundai,Grand i10 1.2 Kappa Asta,Low
Renault KWID RXT,2018,360000,26500,Petrol,Individual,Manual,First Owner,5,Renault,KWID RXT,Low
Maruti Vitara Brezza VDi Option,2017,700000,50000,Diesel,Individual,Manual,Second Owner,6,Maruti,Vitara Brezza VDi Option,Low
Maruti Ertiga VDI,2012,700000,110000,Diesel,Individual,Manual,Second Owner,11,Maruti,Ertiga VDI,High
Hyundai i20 1.4 Sportz,2017,655000,84000,Diesel,Dealer,Manual,First Owner,6,Hyundai,i20 1.4 Sportz,Medium
Maruti Vitara Brezza VDi Option,2017,700000,50000,Diesel,Individual,Manual,Second Owner,6,Maruti,Vitara Brezza VDi Option,Low
Chevrolet Beat LT LPG,2011,200000,110000,LPG,Individual,Manual,First Owner,12,Chevrolet,Beat LT LPG,High
Renault Duster 85PS Diesel RxL Optional,2012,375000,150000,Diesel,Individual,Manual,First Owner,11,Renault,Duster 85PS Diesel RxL Optional,High
Hyundai Verna 1.6 SX,2012,470000,109052,Diesel,Dealer,Manual,First Owner,11,Hyundai,Verna 1.6 SX,High
Maruti Ciaz VDi,2015,550000,90658,Diesel,Dealer,Manual,First Owner,8,Maruti,Ciaz VDi,Medium
Honda Amaze VX i-DTEC,2014,500000,110000,Diesel,Individual,Manual,Second Owner,9,Honda,Amaze VX i-DTEC,High
Datsun GO T Option BSIV,2015,210000,25000,Petrol,Individual,Manual,First Owner,8,Datsun,GO T Option BSIV,Low
Maruti Eeco 7 Seater Standard BSIV,2018,270000,20000,Petrol,Individual,Manual,First Owner,5,Maruti,Eeco 7 Seater Standard BSIV,Low
Skoda Superb 1.8 TFSI MT,2010,300000,80000,Petrol,Individual,Manual,First Owner,13,Skoda,Superb 1.8 TFSI MT,Medium
Maruti Wagon R VXI Minor,2007,80000,60000,Petrol,Individual,Manual,Third Owner,16,Maruti,Wagon R VXI Minor,Medium
Mercedes-Benz E-Class E250 Edition E,2013,1451000,81000,Diesel,Dealer,Automatic,First Owner,10,Mercedes-Benz,E-Class E250 Edition E,Medium
Tata Safari Storme VX Varicor 400,2018,1085000,15000,Diesel,Individual,Manual,First Owner,5,Tata,Safari Storme VX Varicor 400,Low
Hyundai Verna SX AT Diesel,2009,245000,75000,Diesel,Dealer,Automatic,First Owner,14,Hyundai,Verna SX AT Diesel,Medium
Honda WR-V i-VTEC VX,2017,700000,25552,Petrol,Dealer,Manual,Second Owner,6,Honda,WR-V i-VTEC VX,Low
Hyundai EON Magna Plus,2018,300000,20000,Petrol,Individual,Manual,First Owner,5,Hyundai,EON Magna Plus,Low
Hyundai Xcent 1.2 CRDi E,2017,350000,80000,Diesel,Individual,Manual,First Owner,6,Hyundai,Xcent 1.2 CRDi E,Medium
Hyundai Elite i20 Asta Option CVT BSIV,2017,635000,25000,Petrol,Dealer,Automatic,First Owner,6,Hyundai,Elite i20 Asta Option CVT BSIV,Low
Honda City S,2012,325000,40700,Petrol,Individual,Manual,First Owner,11,Honda,City S,Low
Mahindra XUV500 AT W10 1.99 mHawk,2017,1150000,65500,Diesel,Dealer,Automatic,First Owner,6,Mahindra,XUV500 AT W10 1.99 mHawk,Medium
Tata Indigo GLE BSIII,2008,110000,42000,Petrol,Dealer,Manual,First Owner,15,Tata,Indigo GLE BSIII,Low
Honda City 1.5 V MT,2018,890000,8000,Petrol,Dealer,Manual,First Owner,5,Honda,City 1.5 V MT,Low
Maruti Swift 1.3 LXI,2007,73000,80000,Petrol,Individual,Manual,Second Owner,16,Maruti,Swift 1.3 LXI,Medium
Chevrolet Beat PS,2014,170000,77000,Petrol,Individual,Manual,First Owner,9,Chevrolet,Beat PS,Medium
Maruti Ciaz ZXi Plus,2016,750000,6000,Petrol,Dealer,Manual,First Owner,7,Maruti,Ciaz ZXi Plus,Low
Hyundai EON 1.0 Era Plus,2017,280000,28838,Petrol,Individual,Manual,First Owner,6,Hyundai,EON 1.0 Era Plus,Low
Maruti Baleno Alpha 1.2,2018,690000,11174,Petrol,Dealer,Manual,First Owner,5,Maruti,Baleno Alpha 1.2,Low
Tata Indigo GLS,2008,130000,120000,Petrol,Individual,Manual,First Owner,15,Tata,Indigo GLS,High
Maruti Swift 1.3 LXI,2007,73000,80000,Petrol,Individual,Manual,Second Owner,16,Maruti,Swift 1.3 LXI,Medium
Hyundai Santro Xing GLS,2007,85000,85000,Petrol,Individual,Manual,Second Owner,16,Hyundai,Santro Xing GLS,Medium
Hyundai Elantra 2.0 SX AT,2018,1575000,10000,Petrol,Individual,Automatic,First Owner,5,Hyundai,Elantra 2.0 SX AT,Low
Nissan Sunny Diesel XV,2013,325000,105000,Diesel,Individual,Manual,First Owner,10,Nissan,Sunny Diesel XV,High
Honda City 1.3 EXI,1998,85000,120000,Petrol,Individual,Manual,Second Owner,25,Honda,City 1.3 EXI,High
Hyundai Verna 1.6 CRDI SX Option,2018,860000,30000,Diesel,Dealer,Manual,Second Owner,5,Hyundai,Verna 1.6 CRDI SX Option,Low
Maruti S-Cross Sigma DDiS 200 SH,2017,690000,41000,Diesel,Individual,Manual,First Owner,6,Maruti,S-Cross Sigma DDiS 200 SH,Low
Hyundai Elantra CRDi S,2013,650000,54000,Diesel,Dealer,Manual,First Owner,10,Hyundai,Elantra CRDi S,Medium
Chevrolet Sail LS ABS,2014,375000,40000,Diesel,Individual,Manual,First Owner,9,Chevrolet,Sail LS ABS,Low
Hyundai Verna 1.6 SX CRDi (O),2013,525000,71000,Diesel,Dealer,Manual,First Owner,10,Hyundai,Verna 1.6 SX CRDi (O),Medium
Maruti Eeco Smiles 5 Seater AC,2016,330000,72500,Petrol,Dealer,Manual,First Owner,7,Maruti,Eeco Smiles 5 Seater AC,Medium
Maruti Eeco Smiles 5 Seater AC,2013,280000,76600,Petrol,Dealer,Manual,First Owner,10,Maruti,Eeco Smiles 5 Seater AC,Medium
Maruti Swift ZXI,2014,470000,40000,Petrol,Individual,Manual,First Owner,9,Maruti,Swift ZXI,Low
Volkswagen Polo Diesel Trendline 1.2L,2011,350000,110000,Diesel,Individual,Manual,First Owner,12,Volkswagen,Polo Diesel Trendline 1.2L,High
Honda City 1.5 V Elegance,2012,480000,63000,Petrol,Dealer,Manual,First Owner,11,Honda,City 1.5 V Elegance,Medium
Hyundai Verna 1.6 CRDi SX,2016,620000,60000,Diesel,Individual,Manual,First Owner,7,Hyundai,Verna 1.6 CRDi SX,Medium
Datsun GO T BSIV,2014,250000,58000,Petrol,Individual,Manual,First Owner,9,Datsun,GO T BSIV,Medium
Chevrolet Spark 1.0,2010,78692,80000,Petrol,Individual,Manual,Second Owner,13,Chevrolet,Spark 1.0,Medium
Hyundai i20 Magna Optional 1.4 CRDi,2012,350000,80000,Diesel,Individual,Manual,First Owner,11,Hyundai,i20 Magna Optional 1.4 CRDi,Medium
Maruti Wagon R LX Minor,2013,250000,70000,Petrol,Individual,Manual,Second Owner,10,Maruti,Wagon R LX Minor,Medium
Hyundai i20 1.2 Sportz,2011,260000,97700,Petrol,Individual,Manual,Fourth & Above Owner,12,Hyundai,i20 1.2 Sportz,Medium
Honda Mobilio S i DTEC,2016,640000,36000,Diesel,Individual,Manual,Second Owner,7,Honda,Mobilio S i DTEC,Low
Tata New Safari DICOR 2.2 EX 4x2,2008,220000,90000,Diesel,Individual,Manual,Second Owner,15,Tata,New Safari DICOR 2.2 EX 4x2,Medium
Volkswagen Vento 1.5 TDI Highline,2015,465000,130000,Diesel,Individual,Manual,First Owner,8,Volkswagen,Vento 1.5 TDI Highline,High
Maruti Swift Vdi BSIII,2010,229999,120000,Diesel,Individual,Manual,Second Owner,13,Maruti,Swift Vdi BSIII,High
Maruti Wagon R VXI BS IV,2018,425000,15000,Petrol,Individual,Manual,First Owner,5,Maruti,Wagon R VXI BS IV,Low
Tata Indica GLS BS IV,2008,95000,120000,Petrol,Individual,Manual,Third Owner,15,Tata,Indica GLS BS IV,High
Hyundai EON LPG Magna Plus,2012,170000,170000,LPG,Individual,Manual,Third Owner,11,Hyundai,EON LPG Magna Plus,High
Datsun RediGO T Option,2016,229999,37500,Petrol,Individual,Manual,Second Owner,7,Datsun,RediGO T Option,Low
Maruti 800 Std,1999,45000,50000,Petrol,Individual,Manual,Third Owner,24,Maruti,800 Std,Low
Maruti Grand Vitara MT,2007,479000,145000,Petrol,Individual,Manual,Third Owner,16,Maruti,Grand Vitara MT,High
Mahindra KUV 100 mFALCON G80 K8 5str,2016,370000,60000,Petrol,Individual,Manual,First Owner,7,Mahindra,KUV 100 mFALCON G80 K8 5str,Medium
Hyundai EON Sportz,2016,340000,30000,Petrol,Individual,Manual,First Owner,7,Hyundai,EON Sportz,Low
Maruti Swift Dzire ZXI,2016,620000,35000,Petrol,Individual,Manual,First Owner,7,Maruti,Swift Dzire ZXI,Low
Tata Manza Club Class Quadrajet90 EX,2012,270000,60000,Diesel,Individual,Manual,First Owner,11,Tata,Manza Club Class Quadrajet90 EX,Medium
Tata Tiago 1.05 Revotorq XZ Plus,2018,400000,35000,Diesel,Individual,Manual,First Owner,5,Tata,Tiago 1.05 Revotorq XZ Plus,Low
Maruti Wagon R VXI Optional,2015,260000,40000,Petrol,Individual,Manual,First Owner,8,Maruti,Wagon R VXI Optional,Low
Hyundai Santro LE zipPlus,2003,48000,50000,Petrol,Individual,Manual,Fourth & Above Owner,20,Hyundai,Santro LE zipPlus,Low
Tata Nano Twist XE,2015,100000,23800,Petrol,Individual,Manual,Second Owner,8,Tata,Nano Twist XE,Low
Nissan Terrano XL Plus 85 PS,2015,490000,70000,Diesel,Individual,Manual,First Owner,8,Nissan,Terrano XL Plus 85 PS,Medium
Maruti Wagon R Duo Lxi,2010,120000,90000,LPG,Individual,Manual,Second Owner,13,Maruti,Wagon R Duo Lxi,Medium
Hyundai i10 Era,2008,125000,102000,Petrol,Individual,Manual,Second Owner,15,Hyundai,i10 Era,High
Hyundai EON Era Plus,2013,160000,80000,Petrol,Individual,Manual,First Owner,10,Hyundai,EON Era Plus,Medium
Maruti Alto 800 LXI,2019,190000,5000,Petrol,Individual,Manual,First Owner,4,Maruti,Alto 800 LXI,Low
Tata Harrier XZ BSIV,2019,1700000,10000,Diesel,Individual,Manual,First Owner,4,Tata,Harrier XZ BSIV,Low
Hyundai i10 Sportz,2011,250000,50000,Petrol,Individual,Manual,First Owner,12,Hyundai,i10 Sportz,Low
Maruti Ignis 1.2 Delta BSIV,2019,500000,15000,Petrol,Individual,Manual,First Owner,4,Maruti,Ignis 1.2 Delta BSIV,Low
Toyota Corolla Altis 1.8 J,2008,400000,35000,Petrol,Individual,Manual,Second Owner,15,Toyota,Corolla Altis 1.8 J,Low
Fiat Linea T Jet Plus,2011,500000,20000,Petrol,Individual,Manual,First Owner,12,Fiat,Linea T Jet Plus,Low
Toyota Fortuner 4x2 AT,2014,1800000,99000,Diesel,Individual,Automatic,First Owner,9,Toyota,Fortuner 4x2 AT,Medium
Honda Civic 1.8 V MT,2008,320000,90000,Petrol,Individual,Manual,First Owner,15,Honda,Civic 1.8 V MT,Medium
Honda Civic 1.8 S AT,2007,250000,47000,Petrol,Dealer,Automatic,First Owner,16,Honda,Civic 1.8 S AT,Low
Ford Figo Diesel Titanium,2010,105000,90000,Diesel,Individual,Manual,Third Owner,13,Ford,Figo Diesel Titanium,Medium
Hyundai i20 Active 1.2 SX,2018,550000,20000,Petrol,Individual,Manual,First Owner,5,Hyundai,i20 Active 1.2 SX,Low
Hyundai Grand i10 1.2 Kappa Sportz AT,2019,600000,1100,Petrol,Individual,Automatic,First Owner,4,Hyundai,Grand i10 1.2 Kappa Sportz AT,Low
Maruti Alto 800 VXI,2020,210000,40000,Petrol,Individual,Manual,First Owner,3,Maruti,Alto 800 VXI,Low
Maruti Alto 800 LXI Airbag,2012,210000,15000,Petrol,Individual,Manual,First Owner,11,Maruti,Alto 800 LXI Airbag,Low
Maruti Alto LXi,2009,150000,40000,Petrol,Individual,Manual,First Owner,14,Maruti,Alto LXi,Low
Hyundai i10 Era 1.1,2008,125000,60000,Petrol,Individual,Manual,First Owner,15,Hyundai,i10 Era 1.1,Medium
Maruti Celerio VXI,2016,380000,20000,Petrol,Individual,Manual,First Owner,7,Maruti,Celerio VXI,Low
Maruti Baleno Delta 1.2,2019,600000,5000,Petrol,Individual,Manual,First Owner,4,Maruti,Baleno Delta 1.2,Low
Maruti Swift VXI Deca,2016,490000,27000,Petrol,Individual,Manual,First Owner,7,Maruti,Swift VXI Deca,Low
Maruti Swift Dzire LDI,2018,545000,38000,Diesel,Individual,Manual,Second Owner,5,Maruti,Swift Dzire LDI,Low
Maruti Wagon R VXI BS IV,2015,250000,25000,Petrol,Individual,Manual,First Owner,8,Maruti,Wagon R VXI BS IV,Low
Hyundai Venue SX Opt Turbo BSIV,2020,1050000,1100,Petrol,Individual,Manual,First Owner,3,Hyundai,Venue SX Opt Turbo BSIV,Low
Maruti Wagon R LX Minor,2007,100000,100000,Petrol,Individual,Manual,First Owner,16,Maruti,Wagon R LX Minor,Medium
Ford Figo Diesel ZXI,2014,250000,100000,Diesel,Individual,Manual,Second Owner,9,Ford,Figo Diesel ZXI,Medium
Maruti Wagon R LX BSIII,2007,100000,110000,Petrol,Individual,Manual,First Owner,16,Maruti,Wagon R LX BSIII,High
Ford Figo 1.5D Ambiente ABS MT,2016,350000,60000,Diesel,Individual,Manual,Second Owner,7,Ford,Figo 1.5D Ambiente ABS MT,Medium
Renault Duster 110PS Diesel RxZ Plus,2012,370000,70000,Diesel,Individual,Manual,Second Owner,11,Renault,Duster 110PS Diesel RxZ Plus,Medium
Maruti Zen VXi - BS III,2004,121000,110000,Petrol,Individual,Manual,Second Owner,19,Maruti,Zen VXi - BS III,High
Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,570000,44077,Petrol,Dealer,Automatic,First Owner,6,Ford,Figo Aspire 1.5 Ti-VCT Titanium,Low
Maruti Ertiga SHVS VDI,2017,785000,24000,Diesel,Individual,Manual,First Owner,6,Maruti,Ertiga SHVS VDI,Low
Maruti Ciaz S 1.3,2018,850000,30000,Diesel,Individual,Manual,First Owner,5,Maruti,Ciaz S 1.3,Low
Maruti Wagon R VXI BS IV,2016,375000,30000,Petrol,Individual,Manual,Second Owner,7,Maruti,Wagon R VXI BS IV,Low
Maruti Baleno Alpha 1.2,2017,619000,40000,Petrol,Individual,Manual,First Owner,6,Maruti,Baleno Alpha 1.2,Low
Chevrolet Cruze LTZ,2011,335000,90000,Diesel,Individual,Manual,Second Owner,12,Chevrolet,Cruze LTZ,Medium
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,500000,50000,Diesel,Individual,Manual,First Owner,17,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,Low
Maruti Wagon R LX,2003,60000,100000,Petrol,Individual,Manual,Second Owner,20,Maruti,Wagon R LX,Medium
Maruti Zen Estilo VXI BSIV,2010,130000,50000,Petrol,Individual,Manual,Second Owner,13,Maruti,Zen Estilo VXI BSIV,Low
Mahindra Ingenio CRDe,2015,210000,210000,Diesel,Individual,Manual,First Owner,8,Mahindra,Ingenio CRDe,High
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2019,1900000,20000,Diesel,Individual,Manual,First Owner,4,Toyota,Innova Crysta 2.4 VX MT 8S BSIV,Low
Tata Indigo TDI,2013,270000,70000,Diesel,Individual,Manual,Second Owner,10,Tata,Indigo TDI,Medium
Maruti Wagon R LXI Minor,2010,225000,100000,Petrol,Individual,Manual,Second Owner,13,Maruti,Wagon R LXI Minor,Medium
Maruti SX4 ZXI MT BSIV,2011,150000,160000,Petrol,Individual,Manual,Second Owner,12,Maruti,SX4 ZXI MT BSIV,High
Chevrolet Beat Diesel LT,2013,173000,70000,Diesel,Individual,Manual,First Owner,10,Chevrolet,Beat Diesel LT,Medium
BMW 5 Series 520d Luxury Line,2018,4800000,9422,Diesel,Individual,Automatic,First Owner,5,BMW,5 Series 520d Luxury Line,Low
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,710000,110000,Diesel,Individual,Automatic,First Owner,6,Volkswagen,Vento 1.5 Highline Plus AT 16 Alloy,High
Toyota Corolla Altis 1.8 GL,2019,1500000,20000,Petrol,Individual,Manual,First Owner,4,Toyota,Corolla Altis 1.8 GL,Low
Maruti Baleno Zeta 1.2,2017,550000,20000,Petrol,Individual,Manual,First Owner,6,Maruti,Baleno Zeta 1.2,Low
Maruti 800 AC BSIII,2008,58000,70000,Petrol,Individual,Manual,Second Owner,15,Maruti,800 AC BSIII,Medium
Audi A4 1.8 TFSI,2012,1200000,60000,Petrol,Individual,Automatic,Third Owner,11,Audi,A4 1.8 TFSI,Medium
Mahindra Scorpio M2DI,2013,500000,150000,Diesel,Individual,Manual,First Owner,10,Mahindra,Scorpio M2DI,High
Maruti Swift LXi BSIV,2009,120000,83000,Petrol,Individual,Manual,Second Owner,14,Maruti,Swift LXi BSIV,Medium
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2012,300000,250000,Diesel,Individual,Manual,First Owner,11,Toyota,Innova 2.5 EV Diesel PS 7 Seater BSIII,High
Hyundai EON Era Plus,2018,300000,30000,Petrol,Individual,Manual,First Owner,5,Hyundai,EON Era Plus,Low
Datsun GO Plus T Option BSIV,2015,295000,21000,Petrol,Individual,Manual,First Owner,8,Datsun,GO Plus T Option BSIV,Low
Maruti Ertiga VXI CNG,2018,587000,80000,CNG,Individual,Manual,First Owner,5,Maruti,Ertiga VXI CNG,Medium
Ambassador Grand 1800 ISZ MPFI PW CL,2012,430000,50000,Petrol,Individual,Manual,Second Owner,11,Ambassador,Grand 1800 ISZ MPFI PW CL,Low
Hyundai Verna i (Petrol),2007,123000,50000,Petrol,Individual,Manual,Second Owner,16,Hyundai,Verna i (Petrol),Low
